unique_id,ds,temperature,holiday_flag,day_of_week,month,is_weekend,marketing_campaign,economic_indicator,interest_rate,local_event
Branch_1,2025-10-03,8.654365247599106,1,4,10,0,0,37.218922801028086,4.476510823244636,0
Branch_1,2025-10-04,4.0247925588296205,0,5,10,1,0,58.9702378764838,3.155629584045427,0
Branch_1,2025-10-05,4.972359660068662,0,6,10,1,0,42.36939470132854,3.4724630827675464,0
Branch_1,2025-10-06,6.540362383952393,0,0,10,0,0,59.551108681688234,3.3610700609314863,0
Branch_1,2025-10-07,2.1407259368010525,0,1,10,0,0,61.06186814555396,3.246865171692849,0
Branch_1,2025-10-08,1.4943428388228326,0,2,10,0,0,46.092661839481124,3.74356014505193,0
Branch_1,2025-10-09,10.032135830596834,0,3,10,0,1,57.737553368000114,4.729021058098027,0
Branch_1,2025-10-10,9.97494461104806,0,4,10,0,0,51.539353807929714,4.74677785826145,0
Branch_1,2025-10-11,7.679948699152955,0,5,10,1,0,54.59575905022932,3.4702619367768692,0
Branch_1,2025-10-12,2.7628154577137405,0,6,10,1,0,79.25562697623862,4.666347365781854,0
Branch_1,2025-10-13,4.978045956087871,0,0,10,0,1,82.77345473947868,4.23253632020721,0
Branch_1,2025-10-14,6.535299689936186,1,1,10,0,0,64.19487389056751,3.791989105025704,1
Branch_1,2025-10-15,1.1695438694032498,0,2,10,0,0,50.49667500959963,4.531674972822113,0
Branch_1,2025-10-16,6.084702697109215,0,3,10,0,0,61.9605740268586,4.807322495638218,0
Branch_1,2025-10-17,4.505865537574801,1,4,10,0,0,80.21995262859281,3.3380390004338745,0
Branch_1,2025-10-18,-1.8754498446981902,0,5,10,1,0,68.05745134834855,4.037740029089111,0
Branch_1,2025-10-19,8.658266528968507,0,6,10,1,0,71.39717846273193,4.120312938564705,0
Branch_1,2025-10-20,3.819081296977921,0,0,10,0,0,49.30693765483037,4.6608016622101065,0
Branch_1,2025-10-21,0.785032874987662,0,1,10,0,0,50.6593083034938,4.438182185306243,0
Branch_1,2025-10-22,12.29163207755406,0,2,10,0,0,61.80101652832266,4.541115455937328,0
Branch_1,2025-10-23,-0.5218953202355925,0,3,10,0,0,70.93497460763608,4.9848944055444555,0
Branch_1,2025-10-24,11.099442038506865,0,4,10,0,0,62.719833158780034,3.4136658216719282,0
Branch_1,2025-10-25,6.48832433662062,0,5,10,1,0,62.84776217169586,4.313502614649697,0
Branch_1,2025-10-26,2.6886715988152847,0,6,10,1,0,55.3957955883654,4.688974329537901,0
Branch_1,2025-10-27,-0.5746755552170173,0,0,10,0,0,58.195100413059684,4.101191739908219,0
Branch_1,2025-10-28,-2.081035913801168,0,1,10,0,1,68.91996835750241,3.103016526131791,0
Branch_1,2025-10-29,10.300076328941584,0,2,10,0,0,53.29765048874716,4.650427891750966,0
Branch_1,2025-10-30,5.818773262362187,0,3,10,0,0,59.17040525423357,3.360112913214503,0
Branch_1,2025-10-31,5.47365959056496,0,4,10,0,0,54.15025474044246,4.851224641707509,0
Branch_1,2025-11-01,-9.283097359408494,0,5,11,1,0,69.1526230198975,3.963150053738051,0
Branch_1,2025-11-02,19.15685756327941,0,6,11,1,1,53.90353282759368,3.586429610439382,0
Branch_1,2025-11-03,11.006216152897974,0,0,11,0,0,44.157508338402465,4.660942205280037,0
Branch_1,2025-11-04,8.474145571917116,1,1,11,0,0,58.9642920391166,4.368817734207548,1
Branch_1,2025-11-05,12.480811109253658,1,2,11,0,1,56.21405051380076,4.41880098093029,0
Branch_1,2025-11-06,-0.5808950494630878,0,3,11,0,0,62.773859475469045,4.765967076454138,0
Branch_1,2025-11-07,-1.4283851174207953,0,4,11,0,0,48.33700168175201,3.0347377564379023,0
Branch_1,2025-11-08,6.9086427148920615,0,5,11,1,0,60.67904167750923,3.7725456902833248,0
Branch_1,2025-11-09,13.803840010546983,0,6,11,1,0,59.462264803009504,4.388640567411659,0
Branch_1,2025-11-10,8.11877066492956,0,0,11,0,0,56.66427681575526,3.4873569330772494,0
Branch_1,2025-11-11,10.17472710465257,0,1,11,0,0,64.49904866878639,3.424142061994126,0
Branch_1,2025-11-12,6.784846858477181,0,2,11,0,0,60.82200564539028,3.7183140668841403,0
Branch_1,2025-11-13,12.495865812985059,0,3,11,0,0,66.55016707994328,4.393846409476168,0
Branch_1,2025-11-14,10.835866640488023,0,4,11,0,0,64.72372668049762,4.544278106733829,0
Branch_1,2025-11-15,3.1221158907344524,0,5,11,1,1,78.5848861870929,3.9468504788747194,1
Branch_1,2025-11-16,12.73214623172526,0,6,11,1,0,46.39516916678059,3.352312793943117,0
Branch_1,2025-11-17,7.841813421162354,0,0,11,0,1,67.48273611814523,4.381627231156202,0
Branch_1,2025-11-18,23.654696458291113,0,1,11,0,0,61.1829848680365,3.24852327546038,0
Branch_1,2025-11-19,3.175484421707547,0,2,11,0,0,63.33824607974483,3.546480627036057,0
Branch_1,2025-11-20,5.9564168605925945,0,3,11,0,1,68.01996799536661,3.7827623866254276,0
Branch_1,2025-11-21,7.062441024639922,0,4,11,0,0,57.283096096605504,4.631185267331722,0
Branch_1,2025-11-22,9.144171483689867,0,5,11,1,0,57.88354022520932,4.709721632009476,1
Branch_1,2025-11-23,9.244937936253429,0,6,11,1,0,74.79903923316239,4.28824045232737,0
Branch_1,2025-11-24,13.854375232377032,0,0,11,0,0,71.32407432136797,3.4467234688108728,0
Branch_1,2025-11-25,25.635313832765647,0,1,11,0,1,63.05578327773293,3.6792029405317974,0
Branch_1,2025-11-26,5.5691826911665,0,2,11,0,0,61.120060640585685,3.462220282070457,0
Branch_1,2025-11-27,19.051554247824217,0,3,11,0,0,65.92529210930996,4.694065256548512,0
Branch_1,2025-11-28,11.621547742515052,0,4,11,0,0,67.84400504381676,3.768823338938633,0
Branch_1,2025-11-29,17.883676605853424,0,5,11,1,0,51.79757181221572,4.203850679090921,0
Branch_1,2025-11-30,18.677991964636753,0,6,11,1,0,55.90596057430073,3.270297623758582,0
Branch_1,2025-12-01,6.494641717379084,0,0,12,0,0,44.18747196914057,3.907273573802043,0
Branch_1,2025-12-02,13.794252533415943,1,1,12,0,0,55.44755168387348,3.9581490016718712,0
Branch_1,2025-12-03,19.573319083278022,0,2,12,0,0,67.04824492604442,3.9414303522748098,0
Branch_1,2025-12-04,2.9095367693433545,0,3,12,0,0,54.17653999456813,3.712832066311163,0
Branch_1,2025-12-05,12.513452046529906,0,4,12,0,0,53.56575331231619,3.0504101619755044,0
Branch_1,2025-12-06,13.030680806454551,0,5,12,1,0,65.37078558845435,3.2332221881052243,0
Branch_1,2025-12-07,10.82577922463603,0,6,12,1,1,76.99449114700764,3.929400016831644,0
Branch_1,2025-12-08,15.81008580431544,0,0,12,0,1,67.92221393185882,4.865043672682399,0
Branch_1,2025-12-09,8.964886118942408,1,1,12,0,1,55.65329256794663,4.570128370473101,0
Branch_1,2025-12-10,13.515376869781798,0,2,12,0,0,47.38576566268081,3.740575278604896,0
Branch_1,2025-12-11,19.631065679572004,0,3,12,0,1,88.06179569637838,3.2837660174398065,0
Branch_1,2025-12-12,11.726306389834383,0,4,12,0,1,53.8990315305323,3.290504815980885,0
Branch_1,2025-12-13,15.179008880408002,0,5,12,1,0,60.44000504057267,4.877829984265743,0
Branch_1,2025-12-14,9.572213723541319,0,6,12,1,1,68.31087411570478,4.521941893198085,0
Branch_1,2025-12-15,18.438914056056312,0,0,12,0,1,53.72874325756498,3.0534550872337687,1
Branch_1,2025-12-16,13.067340335556269,0,1,12,0,0,72.94687206304171,4.257550838280408,0
Branch_1,2025-12-17,22.0155430275875,0,2,12,0,0,66.68508838044217,4.263082305269664,0
Branch_1,2025-12-18,11.494450684789042,0,3,12,0,0,63.73482937601242,4.865301830289439,0
