gdp_growth,unemployment_rate,inflation_rate,interest_rate,consumer_confidence,digital_adoption_index,bank_branch_density,marketing_spend,active_bank_clients,cross_sell_rate,policies_sold,average_premium,claim_rate,customer_acquisition_cost,retention_rate,net_promoter_score,ds
3.6967141530112326,5.020568892441808,1.2412673400690726,5.747188148781531,88.55111265186224,50.61843686802898,24.16961077274452,518660.9123156358,501295.3080699452,11.689232048352686,17606,1552.0421572455975,8.587115864333258,255.48499209781116,81.9378131267978,40.895806812552486,2015-01-31
3.758449851840048,4.7018777783239765,0.9756123586657102,4.76916018108193,72.92676849003222,51.14629545185487,22.295900396142184,455356.6385449472,502571.32634077466,15.539682453460435,17283,1254.306467611112,5.28683639075319,220.49093284642564,86.8075176260305,38.02661579692674,2015-02-28
4.606138389940741,4.843955507514531,1.7474318486068396,2.2962365218429426,75.58686343175256,51.59804527763486,19.649171442706766,519408.99928983074,503446.2138004728,19.176006859033798,18664,810.950415613246,8.932859964867053,187.93711726907287,79.28136896339669,38.487267163464885,2015-03-31
6.3291682463487655,4.56812823724439,0.7522168180351505,0.5,100.72127419992073,52.49421479917057,11.695195332420045,607363.1749859772,504525.3745071602,17.75494981800694,20406,1319.9063855257925,7.9287170354050325,233.62868506013655,85.54279852888261,38.05091719647319,2015-04-30
6.29501487162543,5.033108558749652,3.6324113039316352,5.03080856124812,103.89583752582223,52.70549397532269,22.14809109566293,397348.47005889396,505624.18054441677,10.288498189130468,19696,1004.5929318624513,4.7697363681889815,294.9940967447607,84.8338500467777,51.337700968670646,2015-05-31
6.260877914676249,4.798132571048781,0.5698586220393673,2.8281902321210732,86.43525062343387,52.058169961562214,21.038438435815557,513296.9674146876,506676.31529758155,12.031115590288987,16044,1041.414995475073,10.329478708914342,193.36831268087133,83.9594157136373,45.93556722280862,2015-06-30
8.04009073018364,4.701514116187078,1.5599555133030163,4.856724467960193,109.57888688166061,51.46445207908143,21.357894185976868,429987.9185060827,507566.25426681247,17.82231356396465,18971,1375.9092056265279,6.530816846403902,151.27353476646792,84.35731244280535,10.596113653357197,2015-07-31
9.007525459336549,4.9455692813979795,2.1307405772860912,0.6083585118084494,75.0771990659656,51.898945538649436,13.616257120898451,619504.6628924842,508431.9295932249,12.052537819385071,17065,1571.4849214300907,6.379495125971238,255.35403346434865,75.5907547725118,46.55900776529761,2015-08-31
8.738051073401596,4.576309986467793,3.4412732890661157,2.1009374655693405,99.00880302029024,51.312095996381906,14.594717297958688,347681.30952162255,509426.81877902657,14.326100550008926,18647,1206.3814730208185,8.401138394461885,193.98094180232007,82.25637546129519,41.94736194718775,2015-09-30
9.480611116987562,4.644547966849031,0.5641378488205606,3.0078655495772746,81.83475700356315,50.38640443102757,25.26576426666452,444107.8152728412,510661.3645828785,16.650156297073657,17762,1292.649903779689,10.29727469885743,100.0,85.46422450570557,39.81291243554102,2015-10-31
9.2171934241751,5.03669079313376,3.1631637521549596,3.070470890647113,90.22245838296762,51.09926488641137,19.802224230716725,537721.1875064521,511770.0846137974,12.094966635409094,19043,1710.6644833905714,5.968356362043206,242.37108385752109,85.799281959987,36.11481546911114,2015-11-30
8.951463670604843,4.554445822765392,2.010233061019587,2.3249017927811346,100.71098006974621,51.08931045156966,23.40750348686312,656552.402923434,512695.96174738015,15.31612651843788,20866,1272.2259538465705,8.123359699695943,173.23359070230387,79.8616242953702,51.24112719986014,2015-12-31
9.393425942170877,4.609835980325083,1.018491348952049,3.934274898521248,87.09379952074072,54.597296428735035,20.141591880652296,493424.9738927012,513850.3014895098,10.997923515245386,18705,1980.5049342541186,8.857633000661146,195.47333588479196,91.3285392043235,49.475264621228575,2016-01-31
7.680145697513079,4.6878008185996105,2.462103474263271,1.3985693559261083,94.23166683655262,49.79535681194901,20.148780697478717,444480.0473306802,514280.5929653838,13.195897068146358,19623,1369.6528936894633,9.386211214526288,216.59901652845073,80.66912575892749,32.27122332176391,2016-02-29
6.155227865000046,4.922347680132803,2.19905969557347,2.78643077246806,115.0943921382166,52.478370515793934,24.691419029879988,688115.706944059,515510.3461054582,15.959345802427611,21149,671.7711722532547,8.352883110554451,209.52498398895332,89.84728600263368,44.07052287124535,2016-03-31
5.792940335759074,4.551262466869378,1.3997831228412054,3.1804434475678485,91.34662195715276,55.47054090078919,17.41977635891313,355198.6099583756,516162.4033497026,10.221018799404993,15458,1426.0024863313597,7.265944321833356,235.47259085695197,87.13597180935842,30.28343265458714,2016-04-30
4.980109215424649,4.155125482944095,2.0698020849900187,3.7716582510881236,112.53538168097712,51.82376043597289,20.480603884704916,280119.4043379918,517089.915161422,16.321424213881198,18711,1314.3475154648334,6.344819558702561,178.22568147150784,81.76886345078098,26.203818352110698,2016-05-31
5.4943565480199235,4.311707952629165,1.61468640313824,4.067422317133334,83.05439718013572,51.638385247812195,17.688623556474788,544001.4450053333,517865.9811824967,14.941086603219956,17314,1586.9258262248238,8.172287766092749,225.65528990880412,93.87655446304755,33.73282775410035,2016-06-30
4.786332472498712,4.4008033545991205,2.113517345251248,1.3130368622431965,107.94706266872925,51.395503515820614,17.82751886283842,449794.57756473887,518607.04488735256,16.657469863251443,17957,1401.9544053809875,5.855721976028786,187.02266612080413,79.0318158412176,48.62393472382759,2016-07-31
3.5740287711634204,4.475951209702884,2.6621306745210465,0.6988287438965666,121.6235293098685,49.08048012638497,18.454139382656802,397876.71828692866,519839.21024482825,15.671742402193985,21628,1158.463204804868,2.1572990330107853,236.94052404437514,89.59577086805001,49.53125045376087,2016-08-31
5.239677540084974,4.579885672551977,3.586016816145352,4.916515232847764,62.92533249809066,48.02484675120322,21.110668858168562,570835.6447299353,520745.67000456585,19.092421289921532,17608,832.7105291131903,8.873119608315335,230.76837420065266,90.0029115902149,45.13085420097293,2016-09-30
5.213901239598439,4.375878256078429,0.762184501173151,3.4984710179693876,88.04657116794284,46.303695060271565,17.606256891682616,524380.0713771199,521814.97078091203,15.375673507943722,19515,1137.2930228141925,9.80786968217239,153.22806489777025,81.64689895461677,47.25095786847997,2016-10-31
5.481429444286363,4.44555436522673,4.133033374656266,1.8772701951651696,108.6560819077081,50.30823594711881,26.278780627867604,443592.1369263272,522805.58666513616,13.711783376624242,19600,944.8438637372101,3.274135128916323,254.2991058087516,91.96232650032164,45.16178287114958,2016-11-30
4.256681258072906,4.533476107216335,0.04791220047749811,5.326727963283784,96.9543192093551,52.67959273341373,15.52696348890248,371969.56013291056,523900.9948305808,15.366892509096852,20788,1025.842965058583,5.9805385905801245,173.2018277442976,83.74976742700524,33.585184047770476,2016-12-31
3.912298533547723,4.319170681808425,1.8482149049644168,3.173511951439288,105.56718810056964,55.722702923402046,19.065641779193204,587245.7328280144,524916.3592087929,16.629894087109165,19935,1376.5735213261828,9.238308522010396,240.40288991405725,86.44346814639928,44.31922544673941,2017-01-31
4.22322112325759,4.878903035151851,2.588317206484576,4.768945776095739,90.94022219926269,57.66604705148852,17.801344708629124,565020.1177958661,525659.7607639552,15.146580210977113,17881,1700.9713513054219,12.114990939423397,218.36436567006703,86.30160919385611,48.00409525227683,2017-02-28
3.2722275458352863,5.021052911425388,2.2809918677350325,3.1012777221151633,101.2988468120935,55.90794350905406,27.234889421768663,490082.4136220617,526859.0141278446,15.121775073611648,18149,1318.4014589468943,8.041587415350815,291.9091838397561,84.32845629264726,47.542913298135744,2017-03-31
3.847925564180958,4.663661862264593,1.377300480179406,6.091121887322981,97.66484146911881,55.35890297649451,20.982773882557872,684663.6996047666,527760.2628112123,12.894024936579733,18534,841.2350813894446,6.5439941175417315,188.8267008814074,89.05404136579891,51.88913371474643,2017-04-30
3.4472868742621534,4.860627944854742,1.7918777496427247,5.633011263664807,117.5167309248971,56.83765209895035,25.159222697343175,392991.52336738474,528448.9464314803,13.011297247347155,20093,1333.3808004660423,7.63420711779032,182.53416019409013,88.96744360276107,47.083038472010635,2017-05-31
3.3555931244688764,4.568223443786545,1.506999065341167,2.62655377728139,103.8163126495182,54.893396481166455,12.57219813481514,347447.48290752614,529363.3233992872,10.79218418460092,19400,1558.9894459936954,10.74975283829637,199.02901970561336,76.2573401338091,43.51448207541583,2017-06-30
2.9538865122394795,4.804348824909281,1.4106352430557882,4.4573564264315335,105.06403993112804,56.81939334151123,21.335251329346296,430809.19301187556,530663.475357414,20.248730229560817,19609,1017.0651287041853,6.708071641750929,184.84101085828624,91.52170121439076,50.701502383164275,2017-07-31
5.006164696748417,5.151927498611502,2.849602097021025,3.9680639243777214,93.821845508163,56.83874254519496,24.448153978117187,495441.3983644502,531833.5197058368,11.268410293826145,18725,1159.7948499981246,6.401615986699493,239.99709509710252,76.68754005982163,39.7347874075094,2017-08-31
5.192667472010483,4.905722803105989,2.3570154859650474,5.052947336298523,92.6859066389126,56.58910093009577,20.41141994637712,524333.9449322692,532763.7892789552,12.921284406612278,19316,1204.406458418759,7.034512955635935,119.1844695781706,90.16273102170828,31.18125348772282,2017-09-30
4.3349565430545836,5.194735641879285,1.3070904047393457,1.5526148091298433,93.51162718270568,58.511020866502754,25.327401875326757,475876.394214367,533693.9377380915,12.844778203292408,20405,964.530506075328,6.0933427834825755,147.3158790426823,90.63352568413792,38.36933036056236,2017-10-31
5.357501455157772,5.318569919960235,2.8995998754332506,4.029077189997659,105.91678213567445,59.899547489474834,17.41355774949814,535205.5396514296,534629.610727848,17.684773130833324,21617,1394.4841301531578,8.245340631989592,146.60985392104035,79.54516784892401,32.550973551935506,2017-11-30
4.33665780518675,5.5651879679585825,2.3072995208766094,4.587636730274381,93.68523278769605,59.67761515783667,27.0467372009279,374846.05758095556,536044.9603245602,14.115150965123917,16367,1163.7155554176654,11.24935691693912,247.51537959867878,82.94592856022707,33.24821725025618,2017-12-31
4.745521400191506,6.134225862754766,2.81286211883896,0.5,104.34662285344619,62.49627476456517,31.49449061809625,644376.460407326,537121.3474150065,18.743226218021203,16322,1325.8597331721082,8.646158546232058,285.5306686290963,79.47147665757032,38.55481329284482,2018-01-31
2.98585127631173,6.060609427953905,2.629628841923612,1.2251122310013374,131.13101197968157,60.83414810936537,18.185807197801704,491784.8821607431,538207.3557444446,12.979528127268395,23645,933.75234665937,7.495292995747425,194.77753907312643,83.92539484855632,32.075800790000386,2018-02-28
1.8576652274132994,5.834488578646658,1.1710049890779275,0.5,113.06687055147539,62.5660193232539,17.77248739299614,611729.5831588128,539413.412435251,15.836982486671406,18367,1068.762509902977,7.416377462168912,191.55891384049946,83.4598285790713,36.9203847036096,2018-03-31
2.254526463282423,5.567634249759001,1.4398189598030302,2.5958897483331635,95.10964701748239,64.25222183919067,27.266922385588504,534272.5346377704,540461.1702670563,12.493958840220728,18371,1416.7144073483314,4.873618382606686,203.50260815565906,88.8983026613467,21.063853330462145,2018-04-30
3.1929930432778333,5.32289116426937,2.7472936051232617,4.076313383693943,118.01820883245917,64.13312896056269,27.897860728653562,545675.3219153784,541409.3618378922,21.435447383320167,19437,1088.1500543724699,9.766219554294318,258.0939151304095,91.55154373059804,42.13293707372939,2018-05-31
3.5643613244678036,5.299760651445139,2.610370265433465,5.253535578144042,93.87886940467673,65.28539500504692,17.385699864233658,556976.7280232203,542370.0918680752,11.437204742911462,16219,1718.0891553700214,7.8443256059743955,153.63234329047128,91.97841905394978,40.012054753622245,2018-06-30
3.6487130420795633,5.402106243890131,1.9790984060358519,3.111142170629663,69.4281319723322,63.283167852276314,17.899065914520712,544770.8560017315,543355.7716161924,15.929462130681083,17193,1080.1091443156192,7.639040172818749,211.91844913673927,82.18915986710849,31.829113689318092,2018-07-31
3.5476093464902747,5.485113483689137,2.117327383308782,5.442923318356938,84.87870533623894,65.63122189069011,18.591076955697464,564272.2759867543,544348.3271688905,16.901330642796296,19181,1267.4054177255657,14.38621513568972,248.75988148912148,83.95389063127736,46.59245668432405,2018-08-31
2.269087356122847,5.7332684583999445,3.277664895788425,0.9298478126776629,71.93812118461217,65.76141761780414,13.277747444828615,632915.2530132431,545493.8530776178,16.241397292354495,15703,1479.777249561927,8.597505816731372,225.05470849699225,76.58280903889525,49.37570137626558,2018-09-30
1.7492431477281385,5.737169025963317,1.4084286111641702,0.5,94.72729773938038,65.21597157676607,15.406740267579009,519652.116970147,546504.2422547793,14.444137023366876,14716,774.4902801200905,6.496417899809631,209.47908082993717,80.97064966751906,23.92440135631026,2018-10-31
1.488604376768351,6.173229249110511,2.5470973811700377,2.9166784516550717,100.27627568784328,67.81399002843983,14.97929616623966,570900.3757588512,547650.7702702224,14.610537900799722,18467,671.7573564057673,7.147284807588913,250.05230462835706,89.8242581654873,32.37275221433786,2018-11-30
2.7457266029872667,6.093832199139125,1.797807347566106,3.576098173408961,125.14655968412924,66.90530264735432,16.161012174479357,491026.43057127733,548634.6269542007,15.13143441593733,22487,742.3031056289716,10.29689141839351,100.0,93.07791411774116,32.30857650212702,2018-12-31
3.289344892555728,6.90988294911601,1.7823187967727796,2.9509578778588605,104.90391060646245,64.5883800546272,19.826575563066093,644011.7215449472,549650.3539922639,14.558993995114534,17803,1578.7752310281546,8.22654082107553,233.89376597654538,78.82825564060039,30.600968988911355,2019-01-31
1.726304737192994,7.0975831534455125,3.09877685198719,0.5,96.71349206786704,61.97512170757939,21.171073662682602,432360.769794073,550250.7138553575,17.89163735038473,18822,1034.442556232266,5.123444043365266,167.2962158436288,82.03767870423553,48.294748419317486,2019-02-28
2.2503887065877892,6.840435886520627,2.8254163489880297,2.8663199407308175,112.44108371775233,63.68714161027067,27.752502464070385,680094.0432910816,551433.979390298,21.631569004774054,20535,1967.4597857004758,9.838457869150407,108.46835515717716,84.86797121520536,38.06173861227197,2019-03-31
